shash,genre,years,alt,heading,text
ffa1fd179cb6e31b,other,"2019,2020",0.023,Hires,"In the U.S., Black+ and Latinx+ hires increased to 4.8% (+0.7 ppt) and 6.8% (+0.5 ppt), respectively."
db79bcf2c9849ec2,other,"2019,2020",0.021,Google diversity annual report 2019,This year we are expanding our intersectional view to include hiring and attrition data.
e13b9483e9e6e3c5,other,"2019,2020",0.021,Non-tech hires,Native American+ hires increased to 1.6% (+0.5 ppt)—more than double the increase in 2017.
972f539beff99a9e,other,"2004,2005,2006,2007",0.020,,Work and play are not mutually exclusive.
7c2d54ae8a7a2ce4,other,2008,0.020,Top 10 Reasons to Work at Google,Work and play are not mutually exclusive.
62f6b2d50841d5f5,other,2012,0.020,Ten things we know to be true,"To that end, we have offices in more than 60 countries, maintain more than 180 Internet domains, and serve more than half of our results to people living outside the United States."
6e92a2e900c9cea4,other,"2018,2019",0.020,2018 overall representation,Note that [Race] refers to individuals that identify as [Race] and 0 or more other race/ethnicities.
22837b263f082cd0,other,"2018,2019",0.020,2018 overall representation,"Overall, White+ men make up 52.4% of leadership down from 53.8% (-1.4 ppts) in 2017."
90fd2e8ebf58ab00,other,"2019,2020",0.020,Intersectional workforce representation,"Representation of White+ women is 15.7%, and of Asian+ women is 13.3%."
74f2c1a75794ca3b,other,"2019,2020",0.020,Intersectional hiring,"* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by U.S. government reporting standards Examining gender data at the intersection of race, we see that Asian+ and White+ women hires increased the most year-over-year, to 15.6% (+1.4 ppts) and 16.2% (+1.8 ppts) respectively."
2f909023ac5a076a,other,"2021,2022",0.019,How do you feel about the future of this work?,Melonie : I completely agree with you.
a75023aa699a1ce3,other,"2019,2020",0.018,Community inclusion,"Veteran hiring initiatives An estimated 250,000 U.S. service members transition out of the military every year."
44c8c4317b8a75a3,other,"2019,2020",0.018,Attrition index,"Attrition rates for Black+ employees improved, bringing them closer to the average."
e5d0a3f7dd1d60a6,other,"2019,2020",0.018,New demographic data,"For U.S. government reporting purposes, we are required to provide binary gender data."
d691eab5b9c12067,other,"2022,2023,2024",0.018,Our progress toward gender equity in our workplace,"For example, we expanded our Carer’s Leave from 4 to 14 weeks of paid time away with reimbursement for up to 20 days of caregiver costs."
f97acaa9bf705731,other,"2019,2020",0.017,Hires,"The proportion of hires that are Native American, Alaska Native, Native Hawaiian, and Pacific Islander (abbreviated throughout as “Native American+”) increased to 1.1% (+0.3 ppt)."
a6e0b8b4308e1403,other,2008,0.016,Top 10 Reasons to Work at Google,"Appreciation is the best motivation , so we’ve created a fun and inspiring workspace you’ll be glad to be a part of, including on-site doctor and dentist; massage and yoga; professional development opportunities; on-site day care; shoreline running trails; and plenty of snacks to get you through the day."
9ba6076ab9054ea9,other,"2019,2020",0.016,Community inclusion,"To date, more than 190,000 businesses have enabled these attributes on their business listing."
4aee69908a830a16,other,"2019,2020",0.016,Leadership hires,"Latinx+ leadership hires increased to 5.1% (+0.8 ppt), while Black+ leadership hires decreased to 3.6% (-2.1 ppts)."
f77e4d6e904f8653,other,2003,0.015,,Free gourmet lunches served daily. 6.
4f0774d124f33048,other,"2005,2006",0.015,,Find out what it's like to work in...
c3207f310ce26b2c,other,"2007,2008",0.015,Let's work together.,"From our flexible, project-based approach to corporate structure to our innovative perks and benefits, we do everything we can to make sure our employees not only have great jobs, but great lives."
0793dc5eaf968523,other,"2004,2005,2006,2007",0.014,,Your creative ideas matter here and are worth exploring.
e1f78552a2b8b160,other,2008,0.014,Top 10 Reasons to Work at Google,Your creative ideas matter here and are worth exploring.
f82bf530311c3310,other,"2019,2020",0.014,Intersectional workforce representation,"Representation of Asian+ women increased the most, by 0.8 ppt."
1476f72f3768c949,other,"2019,2020",0.014,Non-tech hires,"Globally, women hires increased to 47.2% (+3.3 ppts)."
2ea7415e44c1a1bb,other,2012,0.013,Google Seattle/Kirkland,"If you could live anywhere and an outdoors lifestyle matters to you, then you couldn't pick a better place to be than Seattle."
ba4f92a13f1dba94,other,"2019,2020",0.013,Community inclusion,"In 2018, we had 500 SVPs, VPs, and directors join for two days of candid discussion on product and business vision and diversity and inclusion, and to create networking opportunities."
7fd5ed11e2ec436b,other,"2019,2020",0.013,Google diversity annual report 2019,"In 2018 we began to include hiring and attrition data, in addition to U.S. intersectional representation data (cut by categories combining race and gender)."
15c9a46cdb0b87f0,other,"2019,2020",0.013,Leadership hires,"Asian+ women leadership hires decreased to 7.1% (-2.8 ppts), and Black+ women leadership hires decreased to 0.5% (-1.6 ppts)."
01d6b0f0ae7cc834,other,"2007,2008",0.012,Let's work together.,Chances are you have a good idea of where you want to go in life.
519c192b1e4f0dd2,other,2008,0.012,Life at Google,"True, we share attributes with the world's most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we're committed to retaining a small-company feel."
aa44a05a04678b2e,other,"2014,2015,2016",0.012,Culture and Diversity,"Lots has been written about our great perks, but read on to find out what our culture is really all about."
503c527f14562b0c,other,"2019,2020",0.012,Community inclusion,"Dimitri was delighted with the quality of the transcription, and how it allowed him to participate in the conversation."
df133e57531eb306,other,2007,0.011,,"Enjoy what you do, where you do it, and the people you do it with."
b7ca22c8e8a8a896,other,"2018,2019",0.011,2018 overall representation,"This is followed by increases in Asian+ men and Asian+ women in leadership, which have grown to 20% and 7.3% respectively (+1.6 ppts and +1.2 ppts)."
efc79a41b57271f9,other,"2019,2020",0.011,Product area highlights,"Black Googler Network, HOLA (Hispanic / Latinx ERG), Gayglers, Asian Googlers Network, Women@, and many others provided feedback."
433fc006836aeda8,other,"2019,2020",0.011,Leadership hires,"Our women leadership hires decreased to 25.9% (-3.5 ppts) globally, and to 26.0% (-2.4 ppts) in the U.S."
6f344abcf7f12d85,other,"2019,2020",0.011,Intersectional workforce representation,Representation of Native American+ men remained at 0.5% (flat).
8c475c8d7315f2da,other,"2019,2020",0.010,What would it take (for tech to reflect its consumer base)?,This means examining whether a cross-industry approach can help.
0b87423bf40eaf13,other,"2004,2005,2006,2007",0.009,,"Appreciation is the best motivation , so we've created a fun and inspiring workspace you'll be glad to be a part of, including on-site doctor and dentist; massage and yoga; professional development opportunities; on-site day care; shoreline running trails; and plenty of snacks to get you through the day. 4."
2f2d07f14d21db12,other,2012,0.009,Ten things we know to be true,Our users trust our objectivity and no short-term gain could ever justify breaching that trust.
fff0ff07dae8fa9d,other,"2018,2019",0.009,2018 overall representation,"This is lower than increases for Asian+ men who make up 25.7% of Google, up from 21.4% in 2014 (+4.3 ppts)."
45302a2af69a4814,other,"2019,2020",0.009,Community inclusion,Feedback indicates these initiatives positively impacted progression and retention for women in leadership.
df22179d0c5ed333,other,"2019,2020",0.009,Google diversity annual report 2019,"That’s why we are building on last year’s enhanced strategy, with clear lines of accountability for Google’s leaders."
fbea83ae08e83c55,other,"2019,2020",0.009,A quick note about our methodology,"To see all the data in this report displayed using last year’s methodology, click here ."
5c3cd7616b8d6e8b,other,"2020,2021,2022",0.009,"Our approach to diversity, equity, and inclusion","Google works hard to attract the best talent and once they are here, we want them to stay."
7ca79ef66c963330,other,"2018,2019",0.008,Attrition Index,"We’re sharing a weighted attrition index 5 for the first time, where the overall attrition rate is 100, and weighted attrition for each demographic group is scaled up or down accordingly."
d7cf5ec4d0d6869b,other,"2021,2022",0.008,Why is belonging important at Google?,"And it’s not just people who look like you, right?"
f95af0bbbd34432d,other,2003,0.007,,Great culture and amazing perks such as massage therapy and all the snacks you can eat. 4.
909ca75877246928,other,"2005,2006,2007",0.007,,"What you will find are fun, friendly colleagues, an incredibly supportive environment that values life as much it does work, and the opportunity to test the limits of your intellectual abilities."
588c37504d59e61b,other,2012,0.007,Ten things we know to be true,There is an emphasis on team achievements and pride in individual accomplishments that contribute to our overall success.
add90ad3505cbb98,other,"2019,2020",0.007,A quick note about our methodology,"We have started to collect data on non-binary employees, which is included in the new demographic data section."
ab49f62beb9fd400,other,2008,0.006,Life at Google,"True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel."
b8cbdcfc6ca26326,other,2012,0.006,Why work at Google?,"True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel."
168f49956869cd5c,other,"2019,2020",0.006,Non-tech hires,The proportion of Latinx+ hires decreased slightly to 10.2% (-0.2 ppt).
bd513ccc5ae7cc53,other,"2018,2019",0.005,"2017 attrition index by race/ethnicity, U.S.","* Native American includes Native Americans, Alaska Natives, Native Hawaiian and Other Pacific Islanders as categorized by government reporting standards Attrition rates in 2017 were highest for Black Googlers followed by Latinx Googlers, and lowest for Asian Googlers."
7d57fdff6addda16,other,"2018,2019",0.005,From unconscious bias to conscious action,"This looks for pay differences based on gender (for which we have information worldwide) and, in the U.S., by race/ethnicity."
11503d3003abb57f,other,"2018,2019",0.004,2018 overall representation,Our gains in women’s representation have largely been driven by White+ and Asian+ women.
f6202be82d5abfb0,other,"2019,2020",0.004,Intersectional workforce representation,Representation of Asian+ men increased to 26.4% (+0.7 ppt).
c06c308196869d84,other,"2013,2014,2015,2016",0.003,Life at Google,This way to student jobs and internships.
510db7fe65d22c83,other,"2018,2019",0.003,From unconscious bias to conscious action,"New parents, regardless of gender, receive up to 12 weeks fully paid leave to bond with their child (birth mothers receive an additional 10-12 weeks of pregnancy recovery time 7 )."
6f7468c0d2d52802,other,"2019,2020",0.003,Business & product inclusion,We also work with external partners to improve our products for everyone.
3fe70ecd778b18d7,other,"2019,2020",0.003,Leadership hires,"Asian+ men leadership hires increased to 25.5% (+7.8 ppts), while the proportion of leadership hires among men of all other racial groups decreased."
9ecad75119ebacdc,other,"2019,2020",0.003,2. Data powers progress,In 2019 we’ve expanded the data and will share it with our entire leadership team.
2f22f89fb8feb970,other,2022,0.003,Helping everyone identify and support Black- and Latino-owned businesses,"In 2020, 17 million American businesses added features like these to their Business Profiles to better connect with their customers."
e920739933d75f40,other,2012,0.001,Ten things we know to be true,You can be serious without a suit.
0a15843e7398e554,other,2012,0.000,Ten things we know to be true,From time to time we revisit this list to see if it still holds true.
4098faf692c9210e,other,2003,-0.001,,"Spacious, colorful, fun work environment. 9."
4248e3e9212a641a,other,2008,-0.001,See what you're missing,"Our most valuable resource is our people: energetic, innovative thinkers who care equally about doing great work and developing a culture that's great for all our employees."
b69e467ffe82bca4,other,"2004,2005,2006,2007",-0.002,,"We love our employees, and we want them to know it."
34ec7ad8bfb417bb,other,2008,-0.002,Top 10 Reasons to Work at Google,"We love our employees, and we want them to know it."
8d6e1e2986149a87,other,"2022,2023,2024,2025",-0.002,Helping the military-affiliated community build meaningful careers,"Due to the nature of the mobile military lifestyle, service members and their families face particular challenges in obtaining economic mobility."
6758c49c69d2413a,other,"2021,2022",-0.003,Why is belonging important at Google?,It’s also many people would not have had the experience you have.
781baa882a74295e,other,"2019,2020",-0.004,Google diversity annual report 2019,We've also heard from our employees—loud and clear—that this work is more important than ever.
d2ba6356888bb2de,other,"2019,2020",-0.004,Attrition index,Attrition rates for Latinx+ employees improved but remained above average.
18a161d5db07e7b8,other,"2012,2014",-0.007,The people behind Google,Building great products depends on great people.
f38899cad65504e0,other,"2014,2015,2016",-0.008,Creating an office for work and play,"Like most of our decisions, data shows that these spaces have a positive impact on productivity, collaboration and inspiration."
93ef93f0120c1b81,other,"2023,2025",-0.008,Ensuring equity in benefits and healthcare for LGBTQ+ Googlers,"We continue to roll out coverage in additional countries; and where local coverage is not available, we provide access to a global plan that includes reimbursement for care and navigation of healthcare services."
24725b39bac058bc,other,"2018,2019",-0.010,2018 overall representation,"For example, Asian+ includes individuals that identify as Asian only and those that identify as Asian and White (or another race/ethnicity)."
217638c41527fa12,other,"2021,2022",-0.010,What are some of the responsibilities Google has?,"And it’s a marathon — it takes a while to get there — but the level of commitment that I see across management, across the business, to make it work is very, very impressive."
52d97ba1605398b6,other,"2022,2023,2024,2025",-0.011,How we’re building belonging for the military-affiliated community at Google,"Google also offers paid leave benefits of up to five days to military spouses and domestic partners experiencing changes of location due to military orders, or if they are preparing for deployment or activation."
740f7fdbf334cb80,other,"2021,2022",-0.012,What has Google learned?,We have to be thorough in the way we revise our projects.
d548df1c2cccab24,other,"2021,2022",-0.013,From awareness to action,"Diversity team expands globally with hiring of leadership in Europe, Middle East, and Africa (EMEA) and Asia-Pacific (APAC)."
e8e10baa146ab403,other,"2019,2020",-0.014,Leadership hires,"While overall representation of women in leadership increased ( see workforce representation section below ), the proportion of women leadership hires decreased."
77e3eb60c8a57e52,other,"2019,2020",-0.015,What would it take (for tech to reflect its consumer base)?,"That’s what often happens, but it doesn’t grow the pool of underrepresented talent."
bf651a13a4f45540,other,"2005,2006,2007",-0.016,,What's it like to work in...
27e066916295cfae,other,"2007,2008",-0.016,Let's work together.,"If the answer is yes, then you've come to the right place."
27e2aae108ac6298,other,"2014,2015",-0.016,Google Instant goes global: Laura delivers our fastest search to the world,Laura Holmes earned her stripes in ...
c37e2690a4f17c76,other,"2021,2022",-0.017,What has Google learned?,"All of that becomes incredibly salient for you, and you have to develop mechanisms to actually act on it to make sure that you deliver against the vision that you have for your own daughter."
9a9ab231dc19cd72,other,"2022,2023,2024,2025",-0.017,How we’re building belonging for the military-affiliated community at Google,"After that, Google will pay the difference in pay so the Reserve or Guard member continues to receive close to 100% of their Google salary for up to five years of service."
86eb5039cd3b9355,other,"2018,2019",-0.018,From unconscious bias to conscious action,We recently shared our annual 2017 pay equity analyses publicly.
904ed6e11b3f5440,other,"2019,2020",-0.018,1. Systemic change is sustainable change,"Even incremental progress in hiring, progression, and retention is hard-won."
e1aff67b02f2b445,other,"2019,2020",-0.019,A quick note about our methodology,"As a result, some numbers have changed even though the story they tell has stayed the same."
8dcf36fbff906645,other,"2019,2020",-0.021,Attrition index by race / ethnicity,The lower-than-average attrition rate for women held across all racial groups except for Native American+ employees.
337898cdd4709599,other,"2019,2020",-0.022,Attrition index,"The average overall Google attrition rate is represented by 100, and weighted attrition rates for each demographic group are scaled up or down accordingly."
da5ae161c2f3bf9f,other,"2019,2020",-0.023,Hires,"Hiring is a critical indicator of future trends, so we’re encouraged by this momentum and will continue to invest in this area."
869fdc022f7ca848,other,"2005,2006,2007",-0.025,,Google is not responsible for any fees related to unsolicited resumes.
8e6ea82d7d7eb43f,other,"2019,2020",-0.033,Business & product inclusion,The goal is better user experience and accelerated business growth.
0a7748a6003d409e,other,"2021,2022",-0.036,How do you feel about the future of this work?,But they are prepared to make the right investment and certainly understanding that this is a learning process that will make Google a better organization in the future.
a304a2eb84117ce3,other,2012,-0.042,Ten things we know to be true,"It’s best to do one thing really, really well."
4354f69e5f248fee,other,"2019,2020",-0.055,Community inclusion,"They have valuable skills, but it can be challenging to translate those skills into civilian terms when looking for jobs."
b68f2f79a662fb7f,other,"2019,2020",-0.058,2. Data powers progress,"In order to provide greater insight into hiring, progression, and retention trends within teams, we share departmental representation data with our most senior leaders."
80404df39d57b50e,other,2019,-0.059,Our accelerated approach to diversity and inclusion,Our employees thrive when we get this right.
c68abdf09671c259,other,2020,-0.059,"Making progress on diversity, equity, and inclusion",Our employees thrive when we get this right.
32d407f7a1cffd38,other,"2018,2019",-0.062,From unconscious bias to conscious action,"In addition, all new parents benefit from a 2-week gradual return policy (ramping back to work part-time at full-time salary)."
1f0760b2a32a5a21,other,"2022,2023,2024,2025",-0.069,How we’re building belonging for the military-affiliated community at Google,Google pays 100% of an employee’s salary for the first 30 calendar days of their duty.
f7be10f8a533c07d,other,"2018,2019",-0.072,2018 overall representation,"Because of this, categories will sometimes add up to more than 100%."
38d4902c87b6527f,other,"2019,2020",-0.081,Community inclusion,These attributes appear on a business’ Google listing on Maps and Search.
a3c29143cfb4fd13,other,"2021,2022",-0.086,What are some of the responsibilities Google has?,"It has to really be deliberate, and you have to work on it."
12fd187807647dc2,other,2018,-0.095,Attrition Index,Attrition rates indicate how many employees leave a company annually.
fc0ef27e95c73498,other,"2019,2020",-0.095,Attrition index,Attrition rates indicate how many employees leave a company annually.
8e8cdce2d10be129,other,1999,-0.097,Reasons to work at Google!,This means we base employment decisions exclusively on our current business needs and the given merit of a candidate.
b7bf47fdd34e55c3,other,2000,-0.097,Join Our Team!,This means we base employment decisions exclusively on our current business needs and the given merit of a candidate.
5d8e3fb5d1183873,other,2008,-0.141,Life at Google,"We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards."
bc85bdbddc4388be,other,2012,-0.141,Why work at Google?,"We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards."
cfcce94771fc6df1,product_hype,2025,0.204,Android & Pixel for everyone,"We're committed to creating tools that make it easier for everyone to accomplish important everyday tasks - like having conversations, getting work done, and enjoying entertainment."
32202bec0867bd1a,product_hype,"2019,2020",0.192,Business & product inclusion,"For example, Project Respect helps create more inclusive artificial intelligence (AI) algorithms, in line with our AI Principles ."
b6474a8d1b639a2e,product_hype,2025,0.191,Accessibility with AI,"Here are some of the ways we’re doing it: In 2022, we announced the 1,000 Languages Initiative , an ambitious commitment to build an AI model that will support the 1,000 most spoken languages and bring greater inclusion to billions of people in marginalized communities all around the world."
31d32a11f190779d,product_hype,2025,0.191,We’re building technology that helps each person reach their full potential.,Working with the disability community to build more helpful phones for all
90c3d43de587ad3f,product_hype,2025,0.190,Accessibility with AI,"That’s why we’re using AI to make the internet and digital tools more accessible and useful for speakers of all languages, all around the world."
dc0bfcfa2dcdc647,product_hype,2025,0.179,Partnering to create more inclusive camera and imaging technology,"Our teams are on a mission to build products that work equitably for everyone, so that people from all racial and ethnic groups can enjoy beautiful, representative, and accurate photos and images."
38e2580a70ce2a78,product_hype,"2022,2023,2024,2025",0.178,Supporting the mental well-being of service members and Veterans through technology and resources,"Our Recover Together site is designed to help anyone find nearby recovery groups, information about recovery-related initiatives, and personal stories of addiction, recovery, and community to help break the stigma and end the silence."
d0a56e3266482504,product_hype,2025,0.170,Accessibility with AI,"We’ve built a language model for Bambara, one of West Africa's most widely spoken languages, to make the world’s information more accessible to its speakers."
4447f88941928c33,product_hype,2021,0.163,Why is belonging important at Google?,"And we are far from being perfect, but we are making a journey in terms of trying to make our products as available and accessible as to as many people as possible, to make sure that the internet could work for everyone irrespective of location, language you speak, or digital proficiency."
5038ee35abcd00f6,product_hype,"2019,2020",0.159,Business & product inclusion,We also offer online crowdsourcing platforms to encourage anyone anywhere to help improve the inclusivity of Google’s products.
9ae2b104b3afd2bb,product_hype,"2022,2023",0.159,"In a world where everyone belongs, anything is possible.","EVE ANDERSSON: By making our products more accessible, we’re enabling people to learn more, to accomplish more in their lives."
8e489bcf72503bcb,product_hype,2012,0.158,What we do for the web,We build products that we hope will make the web better—and therefore your experience on the web better.
8eaa6c9309d54009,product_hype,2025,0.153,Partnering to create more inclusive camera and imaging technology,"Together, we significantly increased the number of portraits of people of color in the image datasets that train our camera models."
460154f17482681f,product_hype,"2019,2020",0.149,Business & product inclusion,"From Google’s Pixel Camera , to embracing equity in Google’s global support services , we are making sustained efforts to drive inclusion by design."
a5d3d554f7a75099,product_hype,2012,0.148,Broadcast yourself,"Cat videos, citizen journalism, political candidacy and double rainbows have never been the same."
562bd2e3a0667253,product_hype,"2018,2019",0.148,Inclusion inside and out,"When our products are built using a diversity of data, we help bring the benefits of AI to all , so that our products work for everyone."
58d2e00cf184d32a,product_hype,2025,0.144,Skin tone representation,"In 2022, we took steps to address this problem by openly releasing the Monk Skin Tone (MST) Scale , an alternative 10-shade scale developed by professor and sociologist Dr."
623fac18ac9ffd49,product_hype,"2018,2019",0.143,Fostering inclusion for all,"DA also promotes Google’s wider work on disability, such as offering scholarships to disabled students, and ensuring Google serves the needs of an estimated 20% of the world’s population who are disabled."
6d02981cab949a81,product_hype,2025,0.141,AI in Mammography,"AI can help doctors and patients detect diseases earlier, so it has the potential to improve screening for breast cancer – the most common cancer in women worldwide."
d61389952c332ba8,product_hype,2025,0.139,Transforming how people connect with Pixel and Android accessibility features,We’re committed to making sure people with disabilities can use Android and Pixel phones as easily and effectively as possible.
b020f6e003a98114,product_hype,2025,0.139,Partnering to create more inclusive camera and imaging technology,"To make Pixel a more inclusive and equitable camera , we partnered with a diverse range of renowned image makers who are celebrated for their depictions of communities of color."
66dc6762418d1616,product_hype,"2019,2020",0.137,Business & product inclusion,These examples show how our teams build with everyone for everyone.
f60598ddd1c61c2c,product_hype,"2022,2023,2024,2025",0.137,We were named 2021 Marketplace Innovator of the Year for Products by Disability:IN.,"Accessibility is at the core of our product mission at Google, and we have pushed this commitment even further in recent years."
86c188155dc3d8a9,product_hype,2025,0.135,Preventing online hate and toxicity with help from AI,"These free, open-source tools help platforms and individuals reduce toxicity and abusive behavior, enabling healthy conversations."
7e33ea78f57f4c40,product_hype,2021,0.132,Why is belonging important at Google?,And when we think about the words universally accessible — this is the ultimate definition of inclusivity.
50fc3483e1cb0878,product_hype,"2022,2023,2025",0.132,Building for accessibility,"We’re sharing resources to help creative technologists, including software engineers and UX designers, build truly accessible websites and apps."
ea9e54039956c8b1,product_hype,"2022,2023,2024,2025",0.131,How we’re building online safety for people marginalized because of their gender,"This program, embraced at Google offices around the world , includes training on how to push back against online violence and hackathons to develop scalable solutions."
f164ed7a6a66ced0,product_hype,"2022,2023",0.126,"In a world where everyone belongs, anything is possible.","MAMBU BAYOH: How do we make sure that when someone takes a photo of them, they see themselves?"
e1807f5e3e68f2b9,product_hype,2019,0.125,Our accelerated approach to diversity and inclusion,"We endeavor to build products that work for everyone by including perspectives from backgrounds that vary by race, ethnicity, social background, religion, gender, age, disability, sexual orientation, veteran status, and national origin."
7de60ba97743f515,product_hype,2020,0.125,"Making progress on diversity, equity, and inclusion","We endeavor to build products that work for everyone by including perspectives from backgrounds that vary by race, ethnicity, social background, religion, gender, age, disability, sexual orientation, veteran status, and national origin."
9b337be380ccab71,product_hype,"2019,2020",0.121,Business & product inclusion,"And at Accelerate with Google we “open source” best practices, guidance, and research on inclusive design."
03f502a4311c2566,product_hype,"2022,2023,2024,2025",0.118,Boosting support for spaces of belonging through Google tools and technology,"We’ve added LGBTQ+ points of interest on Google Maps, to help everyone honor important cultural landmarks and murals like the Black Trans Lives Matter Mural in San Francisco or the Gay Liberation Monument in New York."
845a108c4bcf4b72,product_hype,"2019,2020",0.114,Community inclusion,"This has now evolved to become Live Transcribe, a product which makes life easier for people living with hearing loss."
a3f48fcdee719dbf,product_hype,2025,0.113,Android & Pixel for everyone,Learn more about accessibility and disability inclusion across our Android and Pixel products here .
6f28338016c8e5e1,product_hype,"2019,2020",0.111,Community inclusion,"Below are several examples of how community inclusion improves outcomes for Google and employees: Accessibility Week Accessibility is a core value at Google, and is embedded in our mission."
20d82a6bd6515cb8,product_hype,2025,0.111,Skin tone representation,The MST Scale is also helping us create more representative search experiences for everyone.
3dabe4ab6a73a580,product_hype,"2019,2020",0.109,Community inclusion,Accessibility Week inspires employees to participate in engineering projects to improve accessibility of our products.
08cbe82085e9cd27,product_hype,2025,0.105,Partnering to create more inclusive camera and imaging technology,Our virtual try-on tool in Google Search also reflects our commitment to making imaging technology more inclusive.
01eb020763f027e1,product_hype,2025,0.104,Supporting community businesses,We’re building tools that make it easier to support businesses that represent and support a range of different communities.
1d4b49ca9952c641,product_hype,2025,0.100,Skin tone representation,"Moving forward, the MST Scale will continue to help us build products and features that reflect and serve everyone."
075737ff4a3b512e,product_hype,"2019,2020",0.093,Product area highlights,"Hiroshi explains, “our products have to meet billions of different needs, and we can’t succeed without inclusive products designed for all users, no matter who they are or where they come from."
64f97f362002b360,product_hype,2025,0.088,Partnering to create more inclusive camera and imaging technology,"To train the generative AI model that powers this feature, we used images of a range of people representing different skin tones, body shapes, ethnicities, and hair types."
e3a2a9f86da50c79,product_hype,"2019,2020",0.084,Business & product inclusion,Bringing an inclusive lens to the design process for all our products is what it means to be user-centric.
348b1b8d9e5d58f9,product_hype,"2019,2020",0.083,Product area highlights,Having a systemic approach to Product Inclusion helps Google build better products for more people.
47d28429f5d01759,product_hype,2025,0.073,Accessibility with AI,Improving skin tone representation across Google products
4877ee6fcc103f89,product_hype,"2019,2020",0.069,Product area highlights,"For example, the guidelines encourage diverse training data for ML (machine learning), and conducting user research across a diverse set of races, ethnicities, abilities, ages, genders, geographical locations and other dimensions of diversity."
1cac55e6723ed039,product_hype,"2019,2020",0.062,Product area highlights,"Inclusive design should be a guiding principle because, apart from anything else, it results in better products."
29119a273b03efb4,product_hype,2025,0.061,Skin tone representation,"For example, when people search the web for images, they now see an option to further refine their results by skin tone – making it easier for every individual to find what’s useful and relevant to them."
4c9f1ece29321560,product_hype,"2019,2020",0.057,Business & product inclusion,They collect user feedback on products from communities to help inform how we design our products with inclusion in mind.
42db3c5c5b7bc8c3,product_hype,2022,0.053,Helping everyone identify and support Black- and Latino-owned businesses,"Black-owned and Latino-owned business attributes on Google Maps As part of our commitment to economic equity for Black and Latino communities, we’re building tools that make it easier to support Black- and Latino-owned businesses."
e22c43b525fff3c4,product_hype,2012,0.051,Ten things we know to be true,"Even if you don’t know exactly what you’re looking for, finding an answer on the web is our problem, not yours."
1b94fb9496fe1a82,product_hype,2025,0.051,Supporting community businesses,"So people can see if businesses are veteran-owned , women-owned , disabled-owned , LGBTQ+ owned , Asian-owned , Black-owned , Latino-owned , Indigenous-owned , wheelchair-accessible , and LGBTQ-friendly ."
d15a0a44a9b52946,product_hype,2012,0.049,Ten things we know to be true,We may be the only people in the world who can say our goal is to have people leave our website as quickly as possible.
2bfd2c12183bc10d,product_hype,"2019,2020",0.049,Product area highlights,"Before launch, the product team worked with Employee Resource Groups to avoid stereotypes, historical biases, offensive language, and hate speech."
e77154ec3472b73d,product_hype,"2019,2020",0.047,Product area highlights,Hiroshi’s team has started to build Product Inclusion guidelines into their design process.
f79d15d44a33c380,product_hype,"2019,2020",0.046,Employee Resource Groups,Members teamed up with Grow with Google to launch the Job Search for Veterans feature.
51e18027394f4e00,product_hype,"2019,2020",0.044,Product area highlights,"The guidelines prompt product managers, researchers, and UX designers to question whether their products are inclusive of diverse users."
e28b62647bae13aa,product_hype,2025,0.040,Android & Pixel for everyone,"Reading mode on Android, a more accessible reading experience designed for and with people with low vision, blindness, and dyslexia."
a16769f138e77368,product_hype,"2022,2023,2024,2025",0.037,"Helping everyone identify and support Asian-, Black-, and Latino-owned businesses","Asian-owned, Black-owned, and Latino-owned business attributes on Google Maps As part of our commitment to economic equity for diverse communities, we’re building tools that make it easier to support Asian-, Black-, and Latino-owned businesses."
d8c4f3e1b8865fdc,product_hype,"2019,2020",0.034,Employee Resource Groups,The five sub-groups represent different beliefs and have advised the Google Search team on religion-related product concepts such as a feature to help Muslim users find prayer times using Search.
73170a5f9569126e,product_hype,"2019,2020",0.034,Product area highlights,"Emma Coats, Assistant Personality’s lead writer, says, “It’s super valuable when you have enough people with enough viewpoints to help us write for the diversity of audience that the Assistant actually reaches."
e0570e08a0ed41d4,product_hype,2022,0.027,Helping everyone identify and support Black- and Latino-owned businesses,"Business owners in the U.S. can add a Black-owned or Latino-owned attribute to their Business Profile, which customers can see on their listings on Google Search and Google Maps."
158e96177e44448e,product_hype,2025,0.027,AI in Mammography,Helping veterans find jobs that align with their military experience
76e822b317b5f735,product_hype,"2019,2020",0.025,Conclusion,"Only then will we reflect our consumer base, and truly elevate our ability to build products for everyone."
049a1e521a41b441,product_hype,"2022,2023,2024,2025",0.020,Helping the military-affiliated community build meaningful careers,"We also added two mini-courses to the Primer app specifically for military spouses and partners with tips on transitioning to remote work, working from home, and starting and growing an online business."
